experimenter,collector,incubator,shelf,rack,plugcamera,condition,location,staging_date,amendments,comments,recording_time,staging_times,Pupae,mon_pm_mortality_n,mon_removed_eggs_binary,tues_am_mortality_n,tues_am_removed_eggs_binary,tues_pm_mortality_n,tues_removed_pm_eggs_binary,weds_am_mortality_n,weds_am_removed_eggs_binary,weds_pm_mortality_n,weds_pm_removed_eggs_binary,thurs_am_mortality_n,thurs_am_removed_eggs_binary,thurs_pm_mortality_n,thurs_pm_removed_eggs_binary,fri_am_mortality_n,fri_am_removed_eggs_binary,fri_pm_mortality_n,fri_pm_removed_eggs_binary
VM,HS,2,2,1,218,8769,,13-14/01/2026,,,9:35,16:15-9:05,,,,6,,1,,2,,,,,,,,,,,
VM,HS,2,2,1,219,SS01732,,13-14/01/2026,,,9:35,16:15-9:05,,,,2,yes,2,,,,,,,,,,,,,
VM,HS,2,2,1,220,SS38042,,13-14/01/2026,,,9:35,16:15-9:05,,,,7,yes,0,,2,yes,,,,,,,,,,
VM,HS,2,2,1,221,57618,,13-14/01/2026,,,9:35,16:15-9:05,,,,0,,0,,,yes,,,,,,,,,,
VM,HS,2,2,1,222,SS01984,,13-14/01/2026,,started late due to storage issues,9:55,16:15-9:05,,,,5,yes,0,,2,,,,,,,,,,,
VM,HS,2,2,1,223,SS53257,,13-14/01/2026,,,9:35,16:15-9:05,,,,6,,0,yes,3,yes,,,,,,,,,,
VM,HS,2,2,1,224,MB196C,,13-14/01/2026,,,9:35,16:15-9:05,,,,2,yes,0,,1,,,,,,,,,,,
VM,HS,2,2,1,225,603766,,13-14/01/2026,,,9:35,16:15-9:05,,,,2,yes,0,,,yes,,,,,,,,,,
VM,HS,2,2,1,226,SS01645,,13-14/01/2026,,,9:35,16:15-9:05,,,,4,,0,,,yes,,,,,,,,,,
VM,HS,2,2,1,227,48877,,13-14/01/2026,,,9:35,16:15-9:05,,,,1,,1,,3,,,,,,,,,,,
VM,HS,2,2,1,228,SS03731,,13-14/01/2026,,,9:35,16:15-9:05,,,,10,yes,0,,2,yes,,,,,,,,,,
VM,HS,2,2,1,229,SS04047,,13-14/01/2026,,,9:35,16:15-9:05,,,,9,yes,1,,5,yes,,,,,,,,,,
VM,HS,2,2,1,230,SS04230,,13-14/01/2026,,,9:35,16:15-9:05,,,,3,,0,,3,,,,,,,,,,,
VM,HS,2,2,1,231,EMPTY-GAL4-2,,13-14/01/2026,,,9:35,16:15-9:05,,,,4,,0,yes,0,yes,,,,,,,,,,
VM,HS,2,2,1,237,SPLIT-CONTROL-2,,13-14/01/2026,,started late due to pi issues,9:55,16:15-9:05,,,,4,,0,,2,yes,,,,,,,,,,
VM,HS,2,2,1,232,19-12-GAL4,,13-14/01/2026,,,9:35,16:15-9:05,,,,3,,2,,2,,,,,,,,,,,
VM,HS,2,2,1,233,603217,,13-14/01/2026,,,9:35,16:15-9:05,,,,3,,0,yes,0,yes,,,,,,,,,,
VM,HS,2,2,1,234,602999,,13-14/01/2026,,,9:35,16:15-9:05,,,,n/d,,0,yes,2,yes,,,,,,,,,,
VM,HS,2,2,1,236,602023,,13-14/01/2026,,,9:35,16:15-9:05,,,,11,,0,yes,0,,,,,,,,,,,
LK,HS,1,1,1,1,SS25755,,14/01/2026,,,17:05,10:30 - 16:45,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,2,SS04330,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,3,49826,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,4,SS55086,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,5,SS03767,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,6,73947,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,7,26259,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,8,854,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,9,SS04497,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,10,602572,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,11,SPLIT-CONTROL-1,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,12,50377,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,13,SS27197,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,14,EMPTY-GAL4-1,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,15,SS01978,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,16,SS25232,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,17,603021,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,18,602566,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,19,49766,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,20,45873,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,21,604181,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,22,SS01943,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,1,23,604176,,14/01/2026,,,,,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,1,145,49828,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,1,,,,,,,,,
VM,HS,2,1,1,146,8769,,14/01/2026,,started late because of memory allocation issues,17:15,9:05-16:45,,,,,,,,,,1,yes,,,,,,,,
VM,HS,2,1,1,147,SS01732,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,1,,,,,,,,,
VM,HS,2,1,1,148,SS38042,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,2,,,,,,,,,
VM,HS,2,1,1,149,57618,,14/01/2026,,"gave ""permission denied"" error when running originally but when sshing into pi folder was created and running smoothly. ",17:05,9:05-16:45,,,,,,,,,,0,yes,,,,,,,,
VM,HS,2,1,1,150,SS01984,,14/01/2026,-1,incomplete dataset - 1455 images,17:05,9:05-16:45,,,,,,,,,,1,,,,,,,,,
VM,HS,2,1,1,151,SS53257,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,1,yes,,,,,,,,
VM,HS,2,1,1,152,MB196C,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,0,,,,,,,,,
VM,HS,2,1,1,153,603766,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,0,yes,,,,,,,,
VM,HS,2,1,1,154,SS01645,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,1,,,,,,,,,
VM,HS,2,1,1,155,48877,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,0,,,,,,,,,
VM,HS,2,1,1,156,SS03731,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,1,,,,,,,,,
VM,HS,2,1,1,157,SS04047,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,2,,,,,,,,,
VM,HS,2,1,1,158,SS04230,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,0,,,,,,,,,
VM,HS,2,1,1,159,EMPTY-GAL4-2,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,2,,,,,,,,,
VM,HS,2,1,1,160,SPLIT-CONTROL-2,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,n/d,,,,,,,,,
VM,HS,2,1,1,161,19-12-GAL4,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,1,,,,,,,,,
VM,HS,2,1,1,162,603217,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,1,yes,,,,,,,,
VM,HS,2,1,1,163,602999,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,1,yes,,,,,,,,
VM,HS,2,1,1,164,602023,,14/01/2026,,,17:05,9:05-16:45,,,,,,,,,,0,,,,,,,,,
LK,HS,1,2,2,97,SS25755,,14-15/01/2026,,,10:50,16:45 - 9:00,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,98,SS04330,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,99,49826,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,100,SS55086,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,101,SS03767,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,102,73947,,14-15/01/2026,-1,incomplete dataset - 199 images,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,103,26259,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,104,854,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,105,SS04497,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,106,602572,,14-15/01/2026,-1,Camera issue,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,107,SPLIT-CONTROL-1,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,108,50377,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,109,SS27197,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,110,EMPTY-GAL4-1,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,111,SS01978,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,112,SS25232,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,113,603021,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,114,602566,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,115,49766,,14-15/01/2026,-1,incomplete dataset - 21 images,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,116,45873,,14-15/01/2026,-1,incomplete dataset - 41 images ,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,117,604181,,14-15/01/2026,-1,incomplete dataset - 5 images. ,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,118,SS01943,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,2,119,604176,,14-15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,2,241,49828,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,0,yes,,,,,,
VM,HS,2,2,2,242,8769,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,1,yes,,,,,,
VM,HS,2,2,2,243,SS01732,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,1,,,,,,,
VM,HS,2,2,2,244,SS38042,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,1,yes,,,,,,
VM,HS,2,2,2,245,57618,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,1,yes,,,,,,
VM,HS,2,2,2,246,SS01984,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,2,yes,,,,,,
VM,HS,2,2,2,247,SS53257,,14-15/01/2026,-1,connection timeout,11:40,16:45-10:40,,,,,,,,,,,,0,,,,,,,
VM,HS,2,2,2,249,MB196C,,14-15/01/2026,,low eggs?,11:40,16:45-10:40,,,,,,,,,,,,0,,,,,,,
VM,HS,2,2,2,250,603766,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,0,,,,,,,
VM,HS,2,2,2,251,SS01645,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,0,yes,,,,,,
VM,HS,2,2,2,252,48877,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,2,,,,,,,
VM,HS,2,2,2,253,SS03731,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,0,,,,,,,
VM,HS,2,2,2,254,SS04047,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,2,255,SS04230,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,1,yes,,,,,,
VM,HS,2,2,2,256,EMPTY-GAL4-2,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,0,,,,,,,
VM,HS,2,2,2,257,SPLIT-CONTROL-2,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,,yes,,,,,,
VM,HS,2,2,2,258,19-12-GAL4,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,1,,,,,,,
VM,HS,2,2,2,259,603217,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,2,yes,,,,,,
VM,HS,2,2,2,260,602999,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,0,,,,,,,
VM,HS,2,2,2,261,602023,,14-15/01/2026,,,11:40,16:45-10:40,,,,,,,,,,,,0,yes,,,,,,
LK,HS,1,1,2,25,SS25755,,15/01/2026,,,15:50,9:00 - 15:30,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,26,SS04330,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,27,49826,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,28,SS55086,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,29,SS03767,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,30,73947,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,31,26259,,15/01/2026,-1,incomplete dataset - 351 images,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,32,854,,15/01/2026,-1,camera issue,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,33,SS04497,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,34,602572,,15/01/2026,-1,camera issue,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,35,SPLIT-CONTROL-1,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,36,50377,,15/01/2026,-1,accidently rebooted 16/01/2025 16:30. Incomplete dataset 297 images,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,37,SS27197,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,38,EMPTY-GAL4-1,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,39,SS01978,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,40,SS25232,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,41,603021,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,42,602566,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,43,49766,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,44,45873,,15/01/2026,-1,incomplete dataset - 314 images,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,45,604181,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,46,SS01943,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,2,47,604176,,15/01/2026,,,,,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,2,169,49828,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,2,,,,,
VM,HS,2,1,2,170,8769,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,0,,,,,
VM,HS,2,1,2,171,SS01732,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,0,,,,,
VM,HS,2,1,2,172,SS38042,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,0,,,,,
VM,HS,2,1,2,173,57618,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,1,,,,,
VM,HS,2,1,2,174,SS01984,,15/01/2026,,started late because of ssh issue,16:55,10:40-16:25,,,,,,,,,,,,,,2,,,,,
VM,HS,2,1,2,175,SS53257,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,0,,,,,
VM,HS,2,1,2,176,MB196C,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,,,,,,
VM,HS,2,1,2,177,603766,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,1,,,,,
VM,HS,2,1,2,178,SS01645,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,0,,,,,
VM,HS,2,1,2,179,48877,,15/01/2026,,started late because of memory issues,16:55,10:40-16:25,,,,,,,,,,,,,,n/d,,,,,
VM,HS,2,1,2,180,SS03731,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,n/d,,,,,
VM,HS,2,1,2,181,SS04047,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,2,,,,,
VM,HS,2,1,2,182,SS04230,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,0,,,,,
VM,HS,2,1,2,183,EMPTY-GAL4-2,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,1,,,,,
VM,HS,2,1,2,184,SPLIT-CONTROL-2,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,0,,,,,
VM,HS,2,1,2,185,19-12-GAL4,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,1,,,,,
VM,HS,2,1,2,189,603217,,15/01/2026,,started late as had to switch plugcamera,17:00,10:40-16:25,,,,,,,,,,,,,,n/d,,,,,
VM,HS,2,1,2,186,602999,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,n/d,,,,,
VM,HS,2,1,2,187,602023,,15/01/2026,,,16:40,10:40-16:25,,,,,,,,,,,,,,3,,,,,
LK,HS,1,2,3,121,SS25755,,15-16/01/2026,,,10:30,15:30 - 10:00,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,122,SS04330,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,123,49826,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,124,SS55086,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,125,SS03767,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,126,73947,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,127,26259,,15-16/01/2026,-1,incomplete dataset - 1000 images,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,128,854,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,129,SS04497,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,130,602572,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,131,SPLIT-CONTROL-1,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,132,50377,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,133,SS27197,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,134,EMPTY-GAL4-1,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,135,SS01978,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,136,SS25232,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,137,603021,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,138,602566,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,139,49766,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,140,45873,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,141,604181,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,142,SS01943,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,2,3,143,604176,,15-16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,265,49828,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,266,8769,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,267,SS01732,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,268,SS38042,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,269,57618,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,270,SS01984,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,271,SS53257,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,272,MB196C,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,273,603766,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,274,SS01645,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,275,48877,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,276,SS03731,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,277,SS04047,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,278,SS04230,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,279,EMPTY-GAL4-2,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,280,SPLIT-CONTROL-2,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,285,19-12-GAL4,,15-16/01/2026,,started late because of pi IP mismatch,10:55,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,282,603217,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,283,602999,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
VM,HS,2,2,3,284,602023,,15-16/01/2026,,,10:10,16:25-9:45,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,49,SS25755,,16/01/2026,-1,camera issue,16:35,10:00 - 16:15,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,72,SS04330,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,51,49826,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,52,SS55086,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,53,SS03767,,16/01/2026,-1,incomplete dataset - 65 images,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,54,73947,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,55,26259,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,56,854,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,57,SS04497,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,58,602572,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,59,SPLIT-CONTROL-1,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,60,50377,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,61,SS27197,,16/01/2026,-1,ssh connection fail,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,62,EMPTY-GAL4-1,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
LK,HS,1,1,3,63,SS01978,,16/01/2026,,,,,,,,,,,,,,,,,,,,,,,
